Aircraft,Make,Event.Date,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
AIRBUS A320,AIRBUS,2019-05-28,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2019-06-29,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2019-07-15,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2019-08-08,0.0,0.0,1.0,154.0
AIRBUS A320,AIRBUS,2019-08-09,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2019-08-17,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2019-08-19,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2019-08-27,0.0,0.0,1.0,0.0
AIRBUS A320,AIRBUS,2019-10-24,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2019-10-25,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2019-10-26,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2019-10-30,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2019-12-22,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2019-12-23,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2020-01-07,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2020-01-10,0.0,0.0,1.0,158.0
AIRBUS A320,AIRBUS,2020-01-24,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2020-02-03,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2020-05-22,97.0,97.0,2.0,0.0
AIRBUS A320,AIRBUS,2020-06-16,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2021-02-08,0.0,0.0,1.0,95.0
AIRBUS A320,AIRBUS,2021-03-27,0.0,0.0,0.0,116.0
AIRBUS A320,AIRBUS,2021-05-27,0.0,0.0,0.0,147.0
AIRBUS A320,AIRBUS,2022-01-15,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2022-01-16,0.0,0.0,1.0,55.0
AIRBUS A320,AIRBUS,2022-02-10,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2022-04-08,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2022-04-08,0.0,0.0,0.0,132.0
AIRBUS A320,AIRBUS,2022-04-09,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2022-05-23,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2022-06-04,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2022-06-05,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2022-07-04,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2022-07-09,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2022-10-28,0.0,0.0,0.0,0.0
AIRBUS A320,AIRBUS,2022-11-18,0.0,0.0,0.0,0.0
BOEING 747,BOEING,1983-03-18,0.0,0.0,0.0,588.0
BOEING 747,BOEING,1984-05-11,0.0,0.0,0.0,1.0
BOEING 747,BOEING,1987-08-09,0.0,0.0,0.0,528.0
BOEING 747,BOEING,1988-04-14,0.0,0.0,0.0,0.0
BOEING 747,BOEING,1989-01-09,0.0,0.0,0.0,441.0
BOEING 747,BOEING,1989-05-07,0.0,0.0,3.0,383.0
BOEING 747,BOEING,1994-03-01,0.0,0.0,0.0,250.0
BOEING 747,BOEING,1998-05-11,0.0,0.0,1.0,360.0
BOEING 747,BOEING,1998-07-20,0.0,0.0,0.0,3.0
BOEING 747,BOEING,2002-03-01,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2003-02-13,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2004-12-12,0.0,0.0,0.0,3.0
BOEING 747,BOEING,2006-02-01,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2006-07-23,0.0,0.0,0.0,131.0
BOEING 747,BOEING,2007-02-10,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2007-03-21,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2008-04-20,0.0,0.0,0.0,5.0
BOEING 747,BOEING,2008-10-02,0.0,0.0,1.0,151.0
BOEING 747,BOEING,2008-10-27,0.0,0.0,0.0,6.0
BOEING 747,BOEING,2009-02-20,0.0,0.0,4.0,384.0
BOEING 747,BOEING,2009-12-17,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2010-01-21,0.0,0.0,0.0,3.0
BOEING 747,BOEING,2010-02-03,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2010-02-19,0.0,0.0,1.0,236.0
BOEING 747,BOEING,2010-03-04,0.0,0.0,0.0,3.0
BOEING 747,BOEING,2010-03-18,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2010-04-08,0.0,0.0,0.0,326.0
BOEING 747,BOEING,2010-05-17,0.0,0.0,0.0,3.0
BOEING 747,BOEING,2010-05-31,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2010-07-17,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2010-07-30,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2010-09-02,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2010-09-21,0.0,0.0,0.0,4.0
BOEING 747,BOEING,2010-09-23,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2010-10-10,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2010-11-09,0.0,0.0,0.0,2.0
BOEING 747,BOEING,2010-11-26,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2010-11-28,0.0,0.0,0.0,3.0
BOEING 747,BOEING,2010-12-12,0.0,0.0,0.0,23.0
BOEING 747,BOEING,2011-02-16,0.0,0.0,0.0,278.0
BOEING 747,BOEING,2011-05-05,0.0,0.0,0.0,18.0
BOEING 747,BOEING,2011-07-27,2.0,2.0,0.0,0.0
BOEING 747,BOEING,2012-01-17,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2012-01-31,0.0,0.0,0.0,2.0
BOEING 747,BOEING,2012-05-30,0.0,0.0,0.0,24.0
BOEING 747,BOEING,2012-06-18,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2012-07-09,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2013-02-25,0.0,0.0,0.0,3.0
BOEING 747,BOEING,2013-05-19,0.0,0.0,0.0,3.0
BOEING 747,BOEING,2013-07-31,0.0,0.0,0.0,3.0
BOEING 747,BOEING,2013-12-04,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2013-12-22,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2014-09-21,0.0,0.0,0.0,333.0
BOEING 747,BOEING,2015-07-27,0.0,0.0,0.0,2.0
BOEING 747,BOEING,2015-08-11,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2015-10-02,0.0,0.0,0.0,367.0
BOEING 747,BOEING,2016-01-30,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2016-03-09,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2016-06-21,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2017-01-16,4.0,4.0,0.0,0.0
BOEING 747,BOEING,2017-03-30,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2017-04-07,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2017-08-01,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2017-08-26,0.0,0.0,0.0,6.0
BOEING 747,BOEING,2017-11-11,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2018-03-29,0.0,0.0,0.0,5.0
BOEING 747,BOEING,2018-06-21,0.0,0.0,0.0,4.0
BOEING 747,BOEING,2018-08-30,0.0,0.0,0.0,3.0
BOEING 747,BOEING,2018-09-16,0.0,0.0,0.0,2.0
BOEING 747,BOEING,2018-10-08,0.0,0.0,0.0,116.0
BOEING 747,BOEING,2018-10-16,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2018-11-07,0.0,0.0,0.0,4.0
BOEING 747,BOEING,2018-12-13,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2019-03-09,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2019-07-09,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2019-11-11,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2019-11-14,0.0,0.0,0.0,3.0
BOEING 747,BOEING,2019-11-28,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2019-12-11,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2020-01-31,0.0,0.0,0.0,3.0
BOEING 747,BOEING,2021-01-26,0.0,0.0,0.0,10.0
BOEING 747,BOEING,2021-02-01,0.0,0.0,0.0,2.0
BOEING 747,BOEING,2021-03-15,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2021-03-22,0.0,0.0,0.0,0.0
BOEING 747,BOEING,2021-07-28,0.0,0.0,0.0,4.0
BOEING 767,BOEING,1983-08-19,0.0,0.0,0.0,205.0
BOEING 767,BOEING,1983-11-02,0.0,0.0,0.0,104.0
BOEING 767,BOEING,1983-12-09,0.0,0.0,0.0,13.0
BOEING 767,BOEING,1988-08-26,0.0,0.0,9.0,55.0
BOEING 767,BOEING,1996-11-23,125.0,125.0,2.0,4.0
BOEING 767,BOEING,1998-05-12,0.0,0.0,0.0,2.0
BOEING 767,BOEING,1998-09-12,0.0,0.0,0.0,200.0
BOEING 767,BOEING,1999-08-24,0.0,0.0,0.0,191.0
BOEING 767,BOEING,2000-11-26,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2008-06-28,0.0,0.0,0.0,2.0
BOEING 767,BOEING,2009-04-20,0.0,0.0,0.0,220.0
BOEING 767,BOEING,2009-06-05,0.0,0.0,0.0,210.0
BOEING 767,BOEING,2009-06-19,0.0,0.0,0.0,216.0
BOEING 767,BOEING,2009-07-20,0.0,0.0,0.0,2.0
BOEING 767,BOEING,2009-09-18,0.0,0.0,0.0,235.0
BOEING 767,BOEING,2009-10-19,0.0,0.0,0.0,194.0
BOEING 767,BOEING,2009-11-04,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2010-04-30,0.0,0.0,1.0,172.0
BOEING 767,BOEING,2010-06-16,0.0,0.0,0.0,2.0
BOEING 767,BOEING,2010-07-15,0.0,0.0,1.0,201.0
BOEING 767,BOEING,2010-08-17,0.0,0.0,1.0,193.0
BOEING 767,BOEING,2010-10-03,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2010-11-12,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2010-12-03,0.0,0.0,1.0,181.0
BOEING 767,BOEING,2011-01-14,0.0,0.0,7.0,88.0
BOEING 767,BOEING,2011-05-10,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2011-07-08,0.0,0.0,0.0,255.0
BOEING 767,BOEING,2011-10-12,0.0,0.0,0.0,210.0
BOEING 767,BOEING,2011-11-01,0.0,0.0,0.0,231.0
BOEING 767,BOEING,2012-02-08,0.0,0.0,0.0,210.0
BOEING 767,BOEING,2012-02-26,0.0,0.0,1.0,146.0
BOEING 767,BOEING,2012-06-20,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2012-08-27,0.0,0.0,0.0,151.0
BOEING 767,BOEING,2013-04-16,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2013-12-18,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2015-02-15,0.0,0.0,1.0,245.0
BOEING 767,BOEING,2015-10-29,0.0,0.0,1.0,79.0
BOEING 767,BOEING,2016-01-11,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2016-02-26,0.0,0.0,0.0,348.0
BOEING 767,BOEING,2016-04-24,0.0,0.0,0.0,2.0
BOEING 767,BOEING,2016-05-06,0.0,0.0,0.0,3.0
BOEING 767,BOEING,2016-10-28,0.0,0.0,1.0,149.0
BOEING 767,BOEING,2016-11-10,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2016-12-21,0.0,0.0,0.0,224.0
BOEING 767,BOEING,2017-03-19,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2017-07-22,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2017-11-01,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2017-12-09,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2018-03-27,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2018-05-08,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2018-05-24,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2018-07-27,0.0,0.0,0.0,250.0
BOEING 767,BOEING,2018-11-26,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2018-12-04,0.0,0.0,1.0,92.0
BOEING 767,BOEING,2019-02-23,3.0,3.0,0.0,0.0
BOEING 767,BOEING,2019-03-04,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2019-04-28,0.0,0.0,0.0,104.0
BOEING 767,BOEING,2019-04-29,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2019-07-22,0.0,0.0,1.0,216.0
BOEING 767,BOEING,2019-08-15,0.0,0.0,0.0,158.0
BOEING 767,BOEING,2019-09-08,0.0,0.0,0.0,0.0
BOEING 767,BOEING,2019-10-08,0.0,0.0,0.0,102.0
BOEING 767,BOEING,2019-12-16,0.0,0.0,0.0,11.0
BOEING 767,BOEING,2020-01-20,0.0,0.0,0.0,4.0
BOEING 767,BOEING,2020-03-08,0.0,0.0,0.0,181.0
BOEING 767,BOEING,2020-08-19,0.0,0.0,1.0,1.0
BOEING 767,BOEING,2020-08-28,0.0,0.0,0.0,66.0
BOEING 767,BOEING,2021-05-28,0.0,0.0,1.0,237.0
BOEING 757,BOEING,1988-03-22,0.0,0.0,0.0,99.0
BOEING 757,BOEING,1988-09-29,0.0,0.0,0.0,128.0
BOEING 757,BOEING,1995-08-04,0.0,0.0,0.0,126.0
BOEING 757,BOEING,1997-12-24,0.0,0.0,0.0,213.0
BOEING 757,BOEING,1998-03-17,0.0,0.0,0.0,7.0
BOEING 757,BOEING,1998-11-29,0.0,0.0,0.0,0.0
BOEING 757,BOEING,1999-02-22,0.0,0.0,0.0,132.0
BOEING 757,BOEING,1999-06-09,0.0,0.0,0.0,94.0
BOEING 757,BOEING,1999-09-14,0.0,0.0,68.0,175.0
BOEING 757,BOEING,2001-06-05,0.0,0.0,0.0,89.0
BOEING 757,BOEING,2001-06-28,0.0,0.0,0.0,190.0
BOEING 757,BOEING,2001-09-11,44.0,44.0,0.0,0.0
BOEING 757,BOEING,2004-10-19,0.0,0.0,0.0,12.0
BOEING 757,BOEING,2005-05-12,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2007-06-23,0.0,0.0,0.0,171.0
BOEING 757,BOEING,2008-08-06,0.0,0.0,0.0,170.0
BOEING 757,BOEING,2008-09-18,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2009-05-16,0.0,0.0,1.0,184.0
BOEING 757,BOEING,2009-06-15,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2009-08-02,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2010-02-17,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2010-05-17,0.0,0.0,0.0,112.0
BOEING 757,BOEING,2010-06-12,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2010-08-30,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2011-05-23,0.0,0.0,1.0,185.0
BOEING 757,BOEING,2011-07-31,0.0,0.0,0.0,2.0
BOEING 757,BOEING,2012-07-28,0.0,0.0,0.0,273.0
BOEING 757,BOEING,2012-08-07,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2012-11-11,0.0,0.0,0.0,263.0
BOEING 757,BOEING,2013-02-26,0.0,0.0,0.0,171.0
BOEING 757,BOEING,2013-05-17,0.0,0.0,0.0,236.0
BOEING 757,BOEING,2013-08-23,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2014-04-29,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2014-07-30,0.0,0.0,0.0,174.0
BOEING 757,BOEING,2016-07-07,0.0,0.0,0.0,157.0
BOEING 757,BOEING,2016-10-19,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2017-05-21,0.0,0.0,0.0,186.0
BOEING 757,BOEING,2017-08-15,0.0,0.0,0.0,295.0
BOEING 757,BOEING,2018-02-05,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2018-03-29,0.0,0.0,0.0,2.0
BOEING 757,BOEING,2018-07-31,0.0,0.0,0.0,181.0
BOEING 757,BOEING,2018-08-24,0.0,0.0,0.0,177.0
BOEING 757,BOEING,2018-09-06,0.0,0.0,1.0,112.0
BOEING 757,BOEING,2018-09-06,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2018-09-24,0.0,0.0,1.0,176.0
BOEING 757,BOEING,2018-11-09,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2018-12-31,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2019-06-15,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2019-07-23,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2019-08-18,0.0,0.0,0.0,159.0
BOEING 757,BOEING,2020-01-01,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2020-01-31,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2020-02-09,0.0,0.0,0.0,194.0
BOEING 757,BOEING,2020-03-21,0.0,0.0,0.0,127.0
BOEING 757,BOEING,2020-12-01,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2021-02-13,0.0,0.0,0.0,0.0
BOEING 757,BOEING,2022-03-26,0.0,0.0,0.0,2.0
BOEING 757,BOEING,2022-04-07,0.0,0.0,0.0,2.0
BOEING 757,BOEING,2022-09-28,0.0,0.0,0.0,2.0
BOEING 737-300,BOEING,1985-04-28,0.0,0.0,1.0,132.0
BOEING 737-300,BOEING,1986-02-20,0.0,0.0,0.0,111.0
BOEING 737-300,BOEING,1986-12-22,0.0,0.0,4.0,131.0
BOEING 737-300,BOEING,1987-03-16,0.0,0.0,0.0,58.0
BOEING 737-300,BOEING,1987-12-01,0.0,0.0,0.0,87.0
BOEING 737-300,BOEING,1988-07-26,0.0,0.0,0.0,50.0
BOEING 737-300,BOEING,1989-03-17,0.0,0.0,0.0,69.0
BOEING 737-300,BOEING,1990-03-16,0.0,0.0,0.0,110.0
BOEING 737-300,BOEING,1990-03-17,0.0,0.0,1.0,135.0
BOEING 737-300,BOEING,1991-02-01,34.0,34.0,17.0,37.0
BOEING 737-300,BOEING,1991-10-11,0.0,0.0,0.0,0.0
BOEING 737-300,BOEING,1992-01-03,0.0,0.0,0.0,127.0
BOEING 737-300,BOEING,1992-08-03,0.0,0.0,1.0,65.0
BOEING 737-300,BOEING,1992-10-12,0.0,0.0,0.0,133.0
BOEING 737-300,BOEING,1993-09-08,0.0,0.0,0.0,144.0
BOEING 737-300,BOEING,1995-01-23,0.0,0.0,0.0,37.0
BOEING 737-300,BOEING,1995-05-19,0.0,0.0,0.0,94.0
BOEING 737-300,BOEING,1996-05-10,0.0,0.0,0.0,50.0
BOEING 737-300,BOEING,1996-08-29,0.0,0.0,1.0,84.0
BOEING 737-300,BOEING,1997-04-16,0.0,0.0,0.0,125.0
BOEING 737-300,BOEING,1997-05-08,35.0,35.0,0.0,0.0
BOEING 737-300,BOEING,1997-06-08,0.0,0.0,1.0,79.0
BOEING 737-300,BOEING,1997-08-21,0.0,0.0,2.0,74.0
BOEING 737-300,BOEING,1997-12-19,97.0,97.0,0.0,0.0
BOEING 737-300,BOEING,1998-08-07,0.0,0.0,10.0,122.0
BOEING 737-300,BOEING,1998-12-13,0.0,0.0,0.0,74.0
BOEING 737-300,BOEING,1999-03-17,0.0,0.0,0.0,108.0
BOEING 737-300,BOEING,1999-06-09,0.0,0.0,4.0,71.0
BOEING 737-300,BOEING,2000-02-03,0.0,0.0,0.0,59.0
BOEING 737-300,BOEING,2000-03-05,0.0,0.0,42.0,98.0
BOEING 737-300,BOEING,2001-11-01,0.0,0.0,0.0,45.0
BOEING 737-300,BOEING,2002-01-16,1.0,1.0,22.0,37.0
BOEING 737-300,BOEING,2003-05-24,0.0,0.0,0.0,68.0
BOEING 737-300,BOEING,2003-12-19,0.0,0.0,0.0,0.0
BOEING 737-300,BOEING,2004-01-03,0.0,0.0,0.0,0.0
BOEING 737-300,BOEING,2004-02-24,0.0,0.0,0.0,94.0
BOEING 737-300,BOEING,2004-04-10,0.0,0.0,0.0,108.0
BOEING 737-300,BOEING,2004-09-01,0.0,0.0,0.0,2.0
BOEING 737-300,BOEING,2006-03-23,0.0,0.0,0.0,121.0
BOEING 737-300,BOEING,2006-06-08,0.0,0.0,0.0,143.0
BOEING 737-300,BOEING,2006-07-07,0.0,0.0,0.0,2.0
BOEING 737-300,BOEING,2006-07-27,0.0,0.0,3.0,75.0
BOEING 737-300,BOEING,2006-11-07,0.0,0.0,0.0,216.0
BOEING 737-300,BOEING,2007-04-25,0.0,0.0,0.0,102.0
BOEING 737-300,BOEING,2007-04-29,0.0,0.0,0.0,0.0
BOEING 737-300,BOEING,2007-11-17,0.0,0.0,0.0,138.0
BOEING 737-300,BOEING,2008-02-24,0.0,0.0,0.0,136.0
BOEING 737-300,BOEING,2008-07-06,0.0,0.0,0.0,285.0
BOEING 737-300,BOEING,2010-04-24,0.0,0.0,0.0,9.0
BOEING 737-300,BOEING,2013-03-01,0.0,0.0,0.0,0.0
BOEING 737-300,BOEING,2014-01-26,0.0,0.0,0.0,0.0
BOEING 727-200,BOEING,1982-04-09,0.0,0.0,0.0,108.0
BOEING 727-200,BOEING,1982-04-18,0.0,0.0,0.0,68.0
BOEING 727-200,BOEING,1983-05-27,0.0,0.0,0.0,150.0
BOEING 727-200,BOEING,1983-06-03,0.0,0.0,0.0,133.0
BOEING 727-200,BOEING,1983-06-10,0.0,0.0,6.0,145.0
BOEING 727-200,BOEING,1983-07-02,0.0,0.0,1.0,133.0
BOEING 727-200,BOEING,1983-09-07,0.0,0.0,0.0,116.0
BOEING 727-200,BOEING,1983-11-08,0.0,0.0,0.0,100.0
BOEING 727-200,BOEING,1984-03-04,0.0,0.0,3.0,44.0
BOEING 727-200,BOEING,1984-05-26,0.0,0.0,0.0,27.0
BOEING 727-200,BOEING,1984-07-16,0.0,0.0,0.0,91.0
BOEING 727-200,BOEING,1985-04-16,0.0,0.0,0.0,129.0
BOEING 727-200,BOEING,1985-10-24,0.0,0.0,0.0,90.0
