Aircraft,Make,Event.Date,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
BOEING 747-400,BOEING,2002-10-09,0.0,0.0,0.0,404.0
BOEING 747-400,BOEING,2003-03-12,0.0,0.0,0.0,0.0
BOEING 747-400,BOEING,2004-08-31,0.0,0.0,1.0,558.0
BOEING 747-400,BOEING,2005-02-20,0.0,0.0,0.0,370.0
BOEING 747-400,BOEING,2005-12-19,0.0,0.0,0.0,273.0
BOEING 747-400,BOEING,2006-04-23,0.0,0.0,0.0,401.0
BOEING 747-400,BOEING,2006-10-31,0.0,0.0,0.0,312.0
BOEING 747-400,BOEING,2007-06-29,0.0,0.0,0.0,237.0
BOEING 747-400,BOEING,2008-01-07,0.0,0.0,0.0,334.0
BOEING 747-400,BOEING,2008-03-25,0.0,0.0,0.0,0.0
BOEING 747-400,BOEING,2008-07-25,0.0,0.0,0.0,365.0
BOEING 747-400,BOEING,2012-07-05,0.0,0.0,1.0,193.0
BOEING 747-400,BOEING,2012-08-17,0.0,0.0,0.0,362.0
BOEING 747-400,BOEING,2012-08-20,0.0,0.0,0.0,0.0
BOEING 747-400,BOEING,2013-04-22,0.0,0.0,0.0,146.0
BOEING 747-400,BOEING,2013-06-09,0.0,0.0,0.0,312.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1991-09-28,0.0,0.0,0.0,126.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1994-03-02,0.0,0.0,30.0,86.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1994-08-19,0.0,0.0,6.0,113.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1995-04-19,0.0,0.0,0.0,57.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1996-06-03,0.0,0.0,9.0,59.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1996-11-23,0.0,0.0,3.0,116.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1997-02-17,0.0,0.0,0.0,147.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1997-04-27,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1997-04-28,0.0,0.0,0.0,123.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1999-01-28,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1999-02-05,0.0,0.0,0.0,138.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,1999-06-01,11.0,11.0,65.0,24.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2000-04-01,0.0,0.0,0.0,145.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2000-07-11,0.0,0.0,0.0,107.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2001-06-25,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2002-03-17,0.0,0.0,0.0,149.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2002-06-04,0.0,0.0,0.0,111.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2002-11-06,0.0,0.0,0.0,75.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2002-11-09,0.0,0.0,6.0,72.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2003-08-03,0.0,0.0,0.0,133.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2004-08-24,0.0,0.0,0.0,100.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2004-09-26,0.0,0.0,0.0,131.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2004-11-30,25.0,25.0,84.0,0.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2004-12-20,0.0,0.0,0.0,87.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2005-02-02,0.0,0.0,0.0,153.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2005-05-12,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2010-01-03,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS MD-82,MCDONNELL DOUGLAS,2013-01-30,0.0,0.0,0.0,0.0
BOEING 727,BOEING,1982-09-02,0.0,0.0,1.0,128.0
BOEING 727,BOEING,1983-01-07,0.0,0.0,0.0,36.0
BOEING 727,BOEING,1984-05-17,0.0,0.0,12.0,125.0
BOEING 727,BOEING,1985-06-23,0.0,0.0,2.0,71.0
BOEING 727,BOEING,1986-03-16,0.0,0.0,0.0,140.0
BOEING 727,BOEING,1986-11-10,0.0,0.0,0.0,201.0
BOEING 727,BOEING,1987-03-10,0.0,0.0,0.0,104.0
BOEING 727,BOEING,1987-08-09,0.0,0.0,0.0,528.0
BOEING 727,BOEING,1987-09-15,0.0,0.0,0.0,62.0
BOEING 727,BOEING,1988-05-23,0.0,0.0,0.0,286.0
BOEING 727,BOEING,1988-07-11,0.0,0.0,0.0,93.0
BOEING 727,BOEING,1988-11-06,0.0,0.0,0.0,53.0
BOEING 727,BOEING,1989-12-15,0.0,0.0,0.0,59.0
BOEING 727,BOEING,1990-01-18,1.0,1.0,0.0,157.0
BOEING 727,BOEING,1990-01-31,1.0,1.0,0.0,6.0
BOEING 727,BOEING,1998-10-20,0.0,0.0,0.0,0.0
BOEING 727,BOEING,1999-05-28,0.0,0.0,0.0,90.0
BOEING 727,BOEING,2000-04-02,0.0,0.0,0.0,0.0
BOEING 727,BOEING,2009-12-17,0.0,0.0,0.0,3.0
BOEING 727,BOEING,2010-02-21,0.0,0.0,0.0,239.0
BOEING 727,BOEING,2011-01-09,0.0,0.0,0.0,0.0
BOEING 727,BOEING,2011-07-08,77.0,77.0,0.0,35.0
BOEING 727,BOEING,2011-07-16,0.0,0.0,0.0,3.0
BOEING 727,BOEING,2013-03-05,0.0,0.0,0.0,3.0
BOEING 727,BOEING,2016-09-16,0.0,0.0,0.0,0.0
BOEING 727,BOEING,2016-12-20,3.0,3.0,3.0,0.0
BOEING 727,BOEING,2020-10-20,0.0,0.0,0.0,3.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,1982-01-23,2.0,2.0,24.0,182.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,1983-09-01,0.0,0.0,0.0,201.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,1984-01-01,0.0,0.0,1.0,495.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,1984-02-28,0.0,0.0,11.0,165.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,1984-10-27,0.0,0.0,0.0,276.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,1987-06-26,0.0,0.0,1.0,220.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,1988-05-21,0.0,0.0,6.0,246.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,1990-07-27,0.0,0.0,3.0,3.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,1991-12-23,0.0,0.0,0.0,315.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,1994-04-07,0.0,0.0,1.0,0.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,1997-05-11,0.0,0.0,0.0,262.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,1997-07-25,0.0,0.0,3.0,320.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,1998-03-08,0.0,0.0,0.0,253.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,1998-09-20,0.0,0.0,0.0,3.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,1998-10-13,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,1999-12-21,18.0,18.0,47.0,261.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,2000-04-25,0.0,0.0,0.0,234.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,2000-09-05,0.0,0.0,0.0,244.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,2000-09-07,0.0,0.0,0.0,243.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,2000-10-10,0.0,0.0,5.0,197.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,2002-03-22,0.0,0.0,4.0,257.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,2004-04-10,0.0,0.0,0.0,252.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,2005-07-01,0.0,0.0,0.0,216.0
MCDONNELL DOUGLAS DC-10-30,MCDONNELL DOUGLAS,2007-05-02,0.0,0.0,0.0,306.0
BOEING 757-232,BOEING,1989-09-13,0.0,0.0,0.0,106.0
BOEING 757-232,BOEING,1991-07-04,0.0,0.0,0.0,124.0
BOEING 757-232,BOEING,1992-11-13,0.0,0.0,0.0,187.0
BOEING 757-232,BOEING,1993-02-23,0.0,0.0,0.0,191.0
BOEING 757-232,BOEING,1993-04-26,0.0,0.0,0.0,61.0
BOEING 757-232,BOEING,1993-09-15,0.0,0.0,0.0,187.0
BOEING 757-232,BOEING,1993-10-04,0.0,0.0,0.0,95.0
BOEING 757-232,BOEING,1996-02-20,0.0,0.0,0.0,91.0
BOEING 757-232,BOEING,1997-01-31,0.0,0.0,0.0,168.0
BOEING 757-232,BOEING,1998-01-06,0.0,0.0,0.0,188.0
BOEING 757-232,BOEING,1999-06-02,0.0,0.0,0.0,127.0
BOEING 757-232,BOEING,2000-02-12,0.0,0.0,0.0,161.0
BOEING 757-232,BOEING,2001-07-11,0.0,0.0,1.0,98.0
BOEING 757-232,BOEING,2002-06-02,0.0,0.0,1.0,113.0
BOEING 757-232,BOEING,2003-04-17,0.0,0.0,0.0,123.0
BOEING 757-232,BOEING,2003-06-23,0.0,0.0,27.0,144.0
BOEING 757-232,BOEING,2005-03-06,0.0,0.0,3.0,188.0
BOEING 757-232,BOEING,2006-02-25,0.0,0.0,0.0,146.0
BOEING 757-232,BOEING,2007-07-11,0.0,0.0,0.0,307.0
BOEING 757-232,BOEING,2011-02-28,0.0,0.0,1.0,188.0
BOEING 757-232,BOEING,2011-03-11,0.0,0.0,0.0,130.0
BOEING 757-232,BOEING,2011-06-21,0.0,0.0,0.0,175.0
BOEING 757-232,BOEING,2013-03-08,0.0,0.0,0.0,148.0
BOEING 757-232,BOEING,2022-11-02,0.0,0.0,0.0,201.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,1988-08-01,0.0,0.0,0.0,93.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,1991-05-05,0.0,0.0,4.0,97.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,1991-11-20,0.0,0.0,0.0,29.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,1992-08-14,0.0,0.0,0.0,133.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,1993-07-27,0.0,0.0,0.0,105.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,1995-01-06,0.0,0.0,0.0,69.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,1996-02-04,0.0,0.0,1.0,119.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,1996-07-06,2.0,2.0,3.0,137.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,1996-10-19,0.0,0.0,3.0,60.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,1996-11-11,0.0,0.0,0.0,118.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,1997-05-13,0.0,0.0,2.0,111.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,1998-10-11,0.0,0.0,0.0,121.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,1998-11-03,0.0,0.0,0.0,112.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,1998-12-26,0.0,0.0,0.0,49.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,1999-09-17,0.0,0.0,0.0,118.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,2000-03-24,0.0,0.0,0.0,202.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,2001-03-15,0.0,0.0,0.0,101.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,2002-07-02,0.0,0.0,0.0,63.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,2003-04-22,0.0,0.0,1.0,60.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,2005-05-13,0.0,0.0,0.0,98.0
MCDONNELL DOUGLAS MD-88,MCDONNELL DOUGLAS,2008-02-18,0.0,0.0,0.0,148.0
BOEING 757-222,BOEING,1990-01-16,0.0,0.0,0.0,176.0
BOEING 757-222,BOEING,1992-03-21,0.0,0.0,0.0,153.0
BOEING 757-222,BOEING,1992-05-04,1.0,1.0,0.0,61.0
BOEING 757-222,BOEING,1993-02-13,0.0,0.0,0.0,47.0
BOEING 757-222,BOEING,1993-06-08,0.0,0.0,0.0,197.0
BOEING 757-222,BOEING,1993-06-24,0.0,0.0,0.0,147.0
BOEING 757-222,BOEING,1993-08-02,0.0,0.0,0.0,164.0
BOEING 757-222,BOEING,1996-02-20,0.0,0.0,0.0,91.0
BOEING 757-222,BOEING,1997-10-16,0.0,0.0,0.0,196.0
BOEING 757-222,BOEING,1999-02-07,0.0,0.0,0.0,28.0
BOEING 757-222,BOEING,1999-10-28,0.0,0.0,0.0,68.0
BOEING 757-222,BOEING,2001-09-23,0.0,0.0,0.0,40.0
BOEING 757-222,BOEING,2003-01-11,0.0,0.0,0.0,140.0
BOEING 757-222,BOEING,2003-04-21,0.0,0.0,1.0,184.0
BOEING 757-222,BOEING,2006-03-15,0.0,0.0,0.0,97.0
BOEING 757-222,BOEING,2006-05-17,0.0,0.0,0.0,189.0
BOEING 757-222,BOEING,2009-06-10,0.0,0.0,0.0,192.0
BOEING 757-222,BOEING,2011-05-31,0.0,0.0,0.0,190.0
BOEING 757-222,BOEING,2011-06-12,0.0,0.0,0.0,190.0
BOEING 757-222,BOEING,2011-09-26,0.0,0.0,0.0,185.0
BOEING 757-222,BOEING,2011-12-01,0.0,0.0,1.0,151.0
BOEING 757-200,BOEING,1993-04-07,0.0,0.0,0.0,40.0
BOEING 757-200,BOEING,1994-08-19,0.0,0.0,0.0,167.0
BOEING 757-200,BOEING,1996-02-06,189.0,189.0,0.0,0.0
BOEING 757-200,BOEING,1996-04-07,0.0,0.0,0.0,193.0
BOEING 757-200,BOEING,1997-08-02,1.0,1.0,0.0,149.0
BOEING 757-200,BOEING,1998-01-01,0.0,0.0,0.0,213.0
BOEING 757-200,BOEING,1998-02-17,0.0,0.0,0.0,2.0
BOEING 757-200,BOEING,2000-11-15,0.0,0.0,0.0,97.0
BOEING 757-200,BOEING,2001-09-11,64.0,64.0,0.0,0.0
BOEING 757-200,BOEING,2002-03-02,0.0,0.0,0.0,90.0
BOEING 757-200,BOEING,2002-04-18,0.0,0.0,12.0,111.0
BOEING 757-200,BOEING,2002-05-22,0.0,0.0,0.0,163.0
BOEING 757-200,BOEING,2002-05-29,0.0,0.0,0.0,91.0
BOEING 757-200,BOEING,2002-10-20,0.0,0.0,0.0,196.0
BOEING 757-200,BOEING,2003-06-10,0.0,0.0,1.0,173.0
BOEING 757-200,BOEING,2004-03-01,0.0,0.0,0.0,175.0
BOEING 757-200,BOEING,2004-08-27,0.0,0.0,0.0,130.0
BOEING 757-200,BOEING,2007-04-12,0.0,0.0,5.0,106.0
BOEING 757-200,BOEING,2008-03-22,0.0,0.0,0.0,180.0
BOEING 757-200,BOEING,2012-08-08,0.0,0.0,0.0,229.0
BOEING 757-200,BOEING,2013-10-20,0.0,0.0,0.0,131.0
BOEING 717-200,BOEING,2001-08-09,0.0,0.0,0.0,76.0
BOEING 717-200,BOEING,2002-10-04,0.0,0.0,0.0,0.0
BOEING 717-200,BOEING,2003-01-11,0.0,0.0,0.0,87.0
BOEING 717-200,BOEING,2003-03-26,0.0,0.0,22.0,60.0
BOEING 717-200,BOEING,2003-08-01,0.0,0.0,0.0,118.0
BOEING 717-200,BOEING,2004-03-05,0.0,0.0,0.0,118.0
BOEING 717-200,BOEING,2004-07-26,0.0,0.0,0.0,0.0
BOEING 717-200,BOEING,2004-08-10,0.0,0.0,0.0,0.0
BOEING 717-200,BOEING,2005-03-18,0.0,0.0,0.0,0.0
BOEING 717-200,BOEING,2005-05-12,0.0,0.0,0.0,80.0
BOEING 717-200,BOEING,2005-05-16,0.0,0.0,0.0,0.0
BOEING 717-200,BOEING,2005-12-20,0.0,0.0,0.0,91.0
BOEING 717-200,BOEING,2006-02-28,0.0,0.0,0.0,72.0
BOEING 717-200,BOEING,2006-11-07,0.0,0.0,0.0,59.0
BOEING 717-200,BOEING,2006-11-07,0.0,0.0,0.0,59.0
BOEING 717-200,BOEING,2006-11-10,0.0,0.0,0.0,122.0
BOEING 717-200,BOEING,2009-08-27,0.0,0.0,1.0,85.0
BOEING 717-200,BOEING,2009-10-26,0.0,0.0,1.0,120.0
BOEING 717-200,BOEING,2012-10-05,0.0,0.0,0.0,108.0
BOEING 717-200,BOEING,2022-08-29,0.0,0.0,1.0,101.0
BOEING 737-7H4,BOEING,1998-07-07,0.0,0.0,0.0,96.0
BOEING 737-7H4,BOEING,2004-06-04,0.0,0.0,0.0,135.0
BOEING 737-7H4,BOEING,2004-08-19,0.0,0.0,0.0,142.0
BOEING 737-7H4,BOEING,2005-07-08,0.0,0.0,0.0,110.0
BOEING 737-7H4,BOEING,2005-10-12,0.0,0.0,0.0,137.0
BOEING 737-7H4,BOEING,2006-12-26,0.0,0.0,0.0,208.0
BOEING 737-7H4,BOEING,2010-02-13,0.0,0.0,1.0,83.0
BOEING 737-7H4,BOEING,2010-04-28,0.0,0.0,0.0,140.0
BOEING 737-7H4,BOEING,2010-09-04,0.0,0.0,0.0,133.0
BOEING 737-7H4,BOEING,2010-12-18,0.0,0.0,0.0,222.0
BOEING 737-7H4,BOEING,2011-03-27,0.0,0.0,0.0,145.0
BOEING 737-7H4,BOEING,2011-12-01,0.0,0.0,0.0,85.0
BOEING 737-7H4,BOEING,2011-12-02,0.0,0.0,1.0,97.0
BOEING 737-7H4,BOEING,2011-12-22,0.0,0.0,0.0,133.0
BOEING 737-7H4,BOEING,2012-02-23,0.0,0.0,1.0,138.0
BOEING 737-7H4,BOEING,2012-03-20,0.0,0.0,1.0,141.0
BOEING 737-7H4,BOEING,2013-05-10,0.0,0.0,0.0,59.0
BOEING 737-7H4,BOEING,2020-07-05,0.0,0.0,1.0,3.0
BOEING 737-7H4,BOEING,2022-09-11,0.0,0.0,0.0,0.0
MCDONNELL DOUGLAS DC-9-31,MCDONNELL DOUGLAS,1984-02-16,0.0,0.0,0.0,72.0
MCDONNELL DOUGLAS DC-9-31,MCDONNELL DOUGLAS,1984-06-13,0.0,0.0,10.0,46.0
MCDONNELL DOUGLAS DC-9-31,MCDONNELL DOUGLAS,1985-01-31,0.0,0.0,0.0,26.0
MCDONNELL DOUGLAS DC-9-31,MCDONNELL DOUGLAS,1986-02-21,0.0,0.0,1.0,22.0
MCDONNELL DOUGLAS DC-9-31,MCDONNELL DOUGLAS,1986-03-13,0.0,0.0,0.0,79.0
MCDONNELL DOUGLAS DC-9-31,MCDONNELL DOUGLAS,1986-05-17,0.0,0.0,0.0,224.0
MCDONNELL DOUGLAS DC-9-31,MCDONNELL DOUGLAS,1987-08-20,0.0,0.0,0.0,6.0
MCDONNELL DOUGLAS DC-9-31,MCDONNELL DOUGLAS,1987-12-27,0.0,0.0,4.0,103.0
MCDONNELL DOUGLAS DC-9-31,MCDONNELL DOUGLAS,1988-10-30,0.0,0.0,0.0,42.0
MCDONNELL DOUGLAS DC-9-31,MCDONNELL DOUGLAS,1989-10-07,1.0,1.0,0.0,107.0
MCDONNELL DOUGLAS DC-9-31,MCDONNELL DOUGLAS,1989-12-13,0.0,0.0,0.0,36.0
MCDONNELL DOUGLAS DC-9-31,MCDONNELL DOUGLAS,1990-10-03,1.0,1.0,23.0,71.0
MCDONNELL DOUGLAS DC-9-31,MCDONNELL DOUGLAS,1990-10-29,0.0,0.0,0.0,49.0
MCDONNELL DOUGLAS DC-9-31,MCDONNELL DOUGLAS,1993-03-11,0.0,0.0,0.0,2.0
MCDONNELL DOUGLAS DC-9-31,MCDONNELL DOUGLAS,1995-10-13,0.0,0.0,0.0,2.0
MCDONNELL DOUGLAS DC-9-31,MCDONNELL DOUGLAS,2000-12-13,0.0,0.0,0.0,249.0
MCDONNELL DOUGLAS DC-9-31,MCDONNELL DOUGLAS,2005-12-10,107.0,107.0,0.0,0.0
BOEING 737 7H4,BOEING,2011-09-06,0.0,0.0,1.0,141.0
BOEING 737 7H4,BOEING,2013-07-22,0.0,0.0,0.0,141.0
BOEING 737 7H4,BOEING,2014-01-09,0.0,0.0,1.0,144.0
BOEING 737 7H4,BOEING,2014-01-13,0.0,0.0,0.0,131.0
BOEING 737 7H4,BOEING,2014-06-17,0.0,0.0,1.0,143.0
BOEING 737 7H4,BOEING,2014-08-14,0.0,0.0,0.0,5.0
BOEING 737 7H4,BOEING,2014-11-21,0.0,0.0,0.0,179.0
BOEING 737 7H4,BOEING,2014-12-11,0.0,0.0,1.0,80.0
BOEING 737 7H4,BOEING,2015-08-23,0.0,0.0,0.0,147.0
BOEING 737 7H4,BOEING,2015-11-29,0.0,0.0,1.0,147.0
BOEING 737 7H4,BOEING,2015-12-23,0.0,0.0,1.0,141.0
BOEING 737 7H4,BOEING,2016-01-28,0.0,0.0,1.0,143.0
BOEING 737 7H4,BOEING,2017-06-03,0.0,0.0,0.0,67.0
BOEING 737 7H4,BOEING,2017-10-02,0.0,0.0,0.0,84.0
BOEING 737 7H4,BOEING,2017-11-19,0.0,0.0,0.0,5.0
BOEING 737 7H4,BOEING,2018-04-17,1.0,1.0,8.0,6.0
